,red,white,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3204,0,1,6.8,0.28,0.34,7.5,0.035,177.0,0.99692,3.33,0.43,9.1,5
3205,0,1,6.8,0.45,0.36,5.0,0.033,156.0,0.991,3.11,0.4,12.4,7
3206,0,1,6.6,0.29,0.39,6.75,0.031,98.0,0.9913,3.15,0.8,12.9,7
3207,0,1,6.8,0.21,0.42,1.2,0.045,126.0,0.99234,3.09,0.87,10.9,6
3208,0,1,6.8,0.25,0.24,1.6,0.045,164.0,0.99402,3.53,0.58,10.8,5
3209,0,1,6.4,0.21,0.34,16.05,0.04,142.0,0.99678,3.11,0.38,10.6,5
3210,0,1,5.8,0.33,0.23,5.0,0.053,106.0,0.99458,3.13,0.52,9.0,5
3211,0,1,8.2,0.3,0.44,12.4,0.043,154.0,0.99452,3.04,0.33,12.0,6
3212,0,1,6.4,0.24,0.32,0.95,0.041,131.0,0.99033,3.25,0.35,11.8,5
3213,0,1,7.5,0.18,0.45,4.6,0.041,158.0,0.9927,3.01,0.38,10.6,6
3214,0,1,5.2,0.335,0.2,1.7,0.033,74.0,0.99002,3.34,0.48,12.3,6
3215,0,1,7.1,0.14,0.33,1.0,0.104,54.0,0.99057,3.19,0.64,11.5,6
3216,0,1,7.2,0.13,0.46,1.3,0.044,111.0,0.99127,2.97,0.45,11.1,5
3217,0,1,5.8,0.33,0.23,5.0,0.053,106.0,0.99458,3.13,0.52,9.0,5
3218,0,1,6.5,0.29,0.25,2.5,0.142,111.0,0.9927,3.0,0.44,9.9,4
3219,0,1,6.2,0.35,0.31,2.6,0.036,92.0,0.98938,3.27,0.53,12.8,7
3220,0,1,9.0,0.38,0.53,2.1,0.102,76.0,0.99001,2.93,0.57,12.9,5
3221,0,1,6.6,0.24,0.38,12.75,0.034,74.0,0.99386,3.1,0.57,12.9,6
3222,0,1,6.6,0.16,0.34,1.1,0.037,115.0,0.9899,3.01,0.68,12.0,6
3223,0,1,8.2,0.3,0.44,12.4,0.043,154.0,0.99452,3.04,0.33,12.0,6
3224,0,1,5.7,0.15,0.28,3.7,0.045,151.0,0.9913,3.22,0.27,11.2,6
3225,0,1,6.6,0.33,0.4,2.65,0.041,86.0,0.98916,3.11,0.39,13.3,7
3226,0,1,5.7,0.2,0.3,2.5,0.046,125.0,0.99276,3.34,0.5,9.9,6
3227,0,1,6.8,0.27,0.37,8.2,0.055,192.0,0.99586,3.11,0.52,9.5,6
3228,0,1,6.8,0.27,0.42,7.3,0.054,200.0,0.99556,3.12,0.49,9.4,6
3229,0,1,6.2,0.2,0.26,1.1,0.047,119.0,0.99158,3.48,0.6,11.0,7
3230,0,1,6.7,0.13,0.57,6.6,0.056,150.0,0.99548,2.96,0.43,9.4,6
3231,0,1,6.8,0.21,0.37,7.0,0.038,107.0,0.99206,2.98,0.82,11.5,6
3232,0,1,6.7,0.31,0.32,14.5,0.038,79.0,0.99412,3.14,0.34,12.5,5
3233,0,1,6.2,0.2,0.29,11.8,0.035,93.0,0.99364,3.18,0.34,11.9,6
3234,0,1,6.6,0.25,0.34,3.0,0.054,141.0,0.99338,3.26,0.47,10.4,6
3235,0,1,5.7,0.15,0.28,3.7,0.045,151.0,0.9913,3.22,0.27,11.2,6
3236,0,1,6.9,0.22,0.39,6.0,0.035,141.0,0.99123,3.11,0.33,12.5,6
3237,0,1,6.4,0.23,0.35,4.6,0.039,147.0,0.99216,3.18,0.4,11.0,7
3238,0,1,7.6,0.27,0.29,2.5,0.059,115.0,0.99328,3.09,0.37,9.8,5
3239,0,1,6.6,0.34,0.24,3.3,0.034,99.0,0.99031,3.1,0.4,12.3,7
3240,0,1,6.4,0.16,0.42,1.0,0.036,113.0,0.9908,3.18,0.52,11.0,6
3241,0,1,5.8,0.3,0.42,1.1,0.036,113.0,0.98871,3.1,0.46,12.6,7
3242,0,1,7.0,0.29,0.35,1.4,0.036,109.0,0.99119,3.31,0.62,11.6,6
3243,0,1,6.6,0.34,0.24,3.3,0.034,99.0,0.99031,3.1,0.4,12.3,7
3244,0,1,6.7,0.21,0.36,8.55,0.02,86.0,0.99146,3.19,0.22,13.4,7
3245,0,1,7.6,0.27,0.29,2.5,0.059,115.0,0.99328,3.09,0.37,9.8,5
3246,0,1,6.8,0.22,0.41,6.7,0.034,116.0,0.99245,3.18,0.46,11.5,6
3247,0,1,7.7,0.27,0.49,3.8,0.037,139.0,0.99116,3.04,0.38,11.6,6
3248,0,1,6.4,0.25,0.37,4.5,0.039,147.0,0.9921,3.18,0.4,11.1,7
3249,0,1,6.4,0.23,0.35,4.6,0.039,147.0,0.99216,3.18,0.4,11.0,7
3250,0,1,6.7,0.13,0.45,4.2,0.043,131.0,0.99162,3.06,0.54,11.3,6
3251,0,1,6.7,0.24,0.37,11.3,0.043,173.0,0.99632,3.08,0.53,9.9,6
3252,0,1,7.1,0.26,0.37,5.5,0.025,105.0,0.99082,3.06,0.33,12.6,8
3253,0,1,5.3,0.3,0.16,4.2,0.029,100.0,0.9905,3.3,0.36,11.8,8
3254,0,1,7.1,0.38,0.4,2.2,0.042,201.0,0.99177,3.03,0.5,11.4,5
3255,0,1,7.4,0.19,0.31,14.5,0.045,193.0,0.9986,3.1,0.5,9.2,6
3256,0,1,7.4,0.19,0.31,14.5,0.045,193.0,0.9986,3.1,0.5,9.2,6
3257,0,1,7.4,0.19,0.31,14.5,0.045,193.0,0.9986,3.1,0.5,9.2,6
3258,0,1,7.4,0.19,0.31,14.5,0.045,193.0,0.9986,3.1,0.5,9.2,6
3259,0,1,7.4,0.19,0.31,14.5,0.045,193.0,0.9986,3.1,0.5,9.2,6
3260,0,1,7.4,0.19,0.31,14.5,0.045,193.0,0.9986,3.1,0.5,9.2,6
3261,0,1,6.3,0.32,0.32,1.5,0.03,101.0,0.98923,3.21,0.42,13.0,5
3262,0,1,7.6,0.19,0.32,18.75,0.047,193.0,1.00014,3.1,0.5,9.3,7
3263,0,1,6.5,0.26,0.31,3.6,0.03,92.0,0.99026,3.22,0.62,12.6,8
3264,0,1,5.9,0.24,0.12,1.4,0.035,247.0,0.99358,3.34,0.44,9.6,6
3265,0,1,4.2,0.215,0.23,5.1,0.041,157.0,0.99688,3.42,0.44,8.0,3
3266,0,1,8.1,0.24,0.32,10.5,0.03,105.0,0.99407,3.11,0.42,11.8,6
3267,0,1,5.8,0.23,0.2,2.0,0.043,154.0,0.99226,3.21,0.39,10.2,6
3268,0,1,7.5,0.33,0.36,2.6,0.051,126.0,0.99097,3.32,0.53,12.7,6
3269,0,1,6.6,0.38,0.36,9.2,0.061,214.0,0.9976,3.31,0.56,9.4,5
3270,0,1,6.4,0.15,0.29,1.8,0.044,115.0,0.99166,3.1,0.38,10.2,5
3271,0,1,6.5,0.32,0.34,5.7,0.044,91.0,0.99184,3.28,0.6,12.0,7
3272,0,1,7.5,0.22,0.32,2.4,0.045,100.0,0.99135,3.08,0.6,11.3,7
3273,0,1,6.4,0.23,0.32,1.9,0.038,118.0,0.99074,3.32,0.53,11.8,7
3274,0,1,6.1,0.22,0.31,1.4,0.039,129.0,0.99193,3.45,0.59,10.9,5
3275,0,1,6.5,0.48,0.02,0.9,0.043,99.0,0.99226,3.14,0.47,9.8,4
3276,0,1,6.6,0.23,0.3,4.6,0.06,154.0,0.99142,3.23,0.49,12.2,8
3277,0,1,6.4,0.16,0.25,1.4,0.057,125.0,0.99091,3.23,0.44,11.1,7
3278,0,1,6.6,0.38,0.36,9.2,0.061,214.0,0.9976,3.31,0.56,9.4,5
3279,0,1,7.4,0.16,0.32,1.4,0.065,140.0,0.99134,3.06,0.47,11.4,6
3280,0,1,6.4,0.15,0.29,1.8,0.044,115.0,0.99166,3.1,0.38,10.2,5
3281,0,1,6.5,0.32,0.3,2.3,0.051,127.0,0.98964,3.13,0.52,12.8,6
3282,0,1,6.7,0.12,0.36,2.3,0.039,125.0,0.99229,3.07,0.67,10.1,7
3283,0,1,6.6,0.2,0.14,4.4,0.184,168.0,0.99396,2.93,0.45,9.4,6
3284,0,1,8.0,0.34,0.25,6.4,0.035,103.0,0.99148,2.91,0.23,12.2,6
3285,0,1,6.8,0.21,0.31,2.9,0.046,121.0,0.9913,3.07,0.65,10.9,7
3286,0,1,6.8,0.23,0.31,2.8,0.047,122.0,0.99126,3.06,0.64,10.9,7
3287,0,1,6.8,0.21,0.31,2.9,0.046,121.0,0.9913,3.07,0.65,10.9,7
3288,0,1,6.6,0.2,0.14,4.4,0.184,168.0,0.99396,2.93,0.45,9.4,6
3289,0,1,6.6,0.28,0.42,8.2,0.044,196.0,0.99562,3.14,0.48,9.4,5
3290,0,1,7.8,0.25,0.37,1.0,0.043,80.0,0.99128,3.08,0.38,11.4,5
3291,0,1,5.6,0.12,0.33,2.9,0.044,73.0,0.98896,3.17,0.32,12.9,8
3292,0,1,6.6,0.28,0.41,7.0,0.046,194.0,0.99558,3.14,0.48,9.4,5
3293,0,1,6.8,0.17,0.35,1.8,0.04,84.0,0.98961,2.91,0.57,12.0,7
3294,0,1,7.3,0.25,0.28,1.5,0.043,113.0,0.99338,3.38,0.56,10.1,6
3295,0,1,6.6,0.28,0.41,7.0,0.046,194.0,0.99558,3.14,0.48,9.4,5
3296,0,1,6.6,0.28,0.42,8.2,0.044,196.0,0.99562,3.14,0.48,9.4,5
3297,0,1,6.5,0.25,0.5,7.6,0.047,184.0,0.99572,3.17,0.45,9.2,5
3298,0,1,6.3,0.24,0.35,2.3,0.039,109.0,0.99056,3.34,0.44,11.8,6
3299,0,1,6.8,0.32,0.32,8.7,0.029,105.0,0.99146,3.0,0.34,12.3,7
3300,0,1,7.8,0.25,0.37,1.0,0.043,80.0,0.99128,3.08,0.38,11.4,5
3301,0,1,5.6,0.12,0.33,2.9,0.044,73.0,0.98896,3.17,0.32,12.9,8
3302,0,1,6.6,0.24,0.28,6.7,0.032,91.0,0.99172,3.13,0.32,12.3,6
3303,0,1,6.3,0.22,0.34,5.0,0.032,93.0,0.99012,3.27,0.36,13.5,7
3304,0,1,6.0,0.32,0.3,1.9,0.033,142.0,0.98912,3.29,0.42,12.8,7
3305,0,1,6.3,0.19,0.29,2.0,0.022,96.0,0.98902,3.04,0.54,12.8,7
3306,0,1,6.0,0.32,0.3,1.9,0.033,142.0,0.98912,3.29,0.42,12.8,7
3307,0,1,9.4,0.24,0.29,8.5,0.037,208.0,0.99395,2.9,0.38,11.0,3
3308,0,1,6.4,0.35,0.28,12.6,0.039,124.0,0.99539,3.2,0.43,10.6,6
3309,0,1,6.7,0.46,0.27,5.2,0.039,96.0,0.99129,3.16,0.44,12.4,7
3310,0,1,6.3,0.3,0.29,2.1,0.048,142.0,0.98956,3.22,0.46,12.9,7
3311,0,1,6.0,0.19,0.29,1.1,0.047,152.0,0.9916,3.54,0.59,11.1,7
3312,0,1,5.9,0.24,0.28,1.3,0.032,95.0,0.98889,3.08,0.64,12.9,7
3313,0,1,7.3,0.145,0.33,1.1,0.042,64.0,0.99012,3.1,0.37,11.8,7
3314,0,1,6.6,0.435,0.38,9.2,0.058,243.0,0.99833,3.23,0.54,9.1,6
3315,0,1,5.8,0.18,0.37,1.2,0.036,74.0,0.98853,3.09,0.49,12.7,7
3316,0,1,5.8,0.18,0.37,1.1,0.036,96.0,0.98942,3.16,0.48,12.0,6
3317,0,1,5.6,0.32,0.32,8.3,0.043,105.0,0.99266,3.24,0.47,11.2,6
3318,0,1,6.6,0.16,0.35,1.8,0.042,105.0,0.98962,3.19,0.75,12.4,7
3319,0,1,5.1,0.21,0.28,1.4,0.047,148.0,0.99168,3.5,0.49,10.4,5
3320,0,1,7.5,0.29,0.36,15.7,0.05,124.0,0.9968,3.06,0.54,10.4,5
3321,0,1,6.0,0.26,0.33,4.35,0.04,80.0,0.98934,3.29,0.5,12.7,6
3322,0,1,5.7,0.26,0.3,1.8,0.039,105.0,0.98995,3.48,0.52,12.5,7
3323,0,1,7.1,0.17,0.31,1.6,0.037,103.0,0.991,3.14,0.5,12.0,6
3324,0,1,6.9,0.17,0.3,2.0,0.047,117.0,0.99152,3.16,0.51,11.6,6
3325,0,1,6.8,0.25,0.28,5.0,0.035,126.0,0.99048,3.12,0.38,12.6,7
3326,0,1,6.6,0.17,0.28,1.8,0.042,178.0,0.99204,3.15,0.42,10.2,5
3327,0,1,5.8,0.17,0.36,1.3,0.036,70.0,0.99202,3.43,0.68,10.4,7
3328,0,1,6.4,0.24,0.29,1.0,0.038,122.0,0.9906,3.3,0.42,11.5,5
3329,0,1,6.7,0.21,0.34,1.4,0.049,112.0,0.99091,3.02,0.5,11.0,6
3330,0,1,6.7,0.23,0.33,8.1,0.048,176.0,0.99472,3.11,0.52,10.1,6
3331,0,1,6.8,0.23,0.32,8.6,0.046,159.0,0.99452,3.08,0.52,10.5,6
3332,0,1,6.5,0.22,0.28,3.7,0.059,151.0,0.99177,3.23,0.41,12.1,7
3333,0,1,5.1,0.165,0.22,5.7,0.047,146.0,0.9934,3.18,0.55,9.9,6
3334,0,1,6.6,0.425,0.25,2.35,0.034,87.0,0.99082,3.05,0.41,11.4,6
3335,0,1,6.9,0.38,0.29,13.65,0.048,189.0,0.99784,3.0,0.6,9.5,6
3336,0,1,6.9,0.38,0.29,13.65,0.048,189.0,0.99784,3.0,0.6,9.5,6
3337,0,1,6.9,0.38,0.29,13.65,0.048,189.0,0.99784,3.0,0.6,9.5,6
3338,0,1,7.2,0.27,0.28,15.2,0.046,41.0,0.99665,3.17,0.39,10.9,6
3339,0,1,7.6,0.17,0.27,4.6,0.05,98.0,0.99422,3.08,0.47,9.5,6
3340,0,1,6.2,0.3,0.31,1.2,0.048,125.0,0.98999,3.32,0.54,12.6,6
3341,0,1,7.6,0.17,0.27,4.6,0.05,98.0,0.99422,3.08,0.47,9.5,6
3342,0,1,6.5,0.26,0.32,6.65,0.059,104.0,0.99254,3.18,0.42,11.1,5
3343,0,1,6.9,0.36,0.28,13.55,0.048,189.0,0.99782,3.0,0.6,9.5,7
3344,0,1,6.9,0.38,0.29,13.65,0.048,189.0,0.99784,3.0,0.6,9.5,6
3345,0,1,6.8,0.18,0.24,9.8,0.058,188.0,0.9952,3.13,0.51,10.6,6
3346,0,1,6.7,0.18,0.24,10.3,0.057,185.0,0.99519,3.12,0.5,10.6,6
3347,0,1,6.6,0.16,0.21,6.7,0.055,157.0,0.99384,3.15,0.52,10.8,6
3348,0,1,7.2,0.27,0.28,15.2,0.046,41.0,0.99665,3.17,0.39,10.9,6
3349,0,1,6.4,0.17,0.27,9.9,0.047,101.0,0.99596,3.34,0.5,9.9,6
3350,0,1,7.2,0.22,0.28,7.2,0.06,132.0,0.9935,3.08,0.59,11.3,6
3351,0,1,6.0,0.22,0.28,1.1,0.034,90.0,0.98862,3.22,0.38,12.6,6
3352,0,1,6.7,0.36,0.28,8.3,0.034,81.0,0.99151,2.96,0.39,12.5,6
3353,0,1,6.5,0.43,0.28,11.25,0.032,87.0,0.9922,3.02,0.38,12.4,6
3354,0,1,5.9,0.2,0.28,12.8,0.038,132.0,0.99426,3.31,0.57,11.8,7
3355,0,1,5.3,0.32,0.23,9.65,0.026,119.0,0.99168,3.18,0.53,12.2,6
3356,0,1,6.8,0.2,0.28,12.6,0.048,136.0,0.99556,3.19,0.37,10.7,6
3357,0,1,6.0,0.22,0.33,12.2,0.033,97.0,0.99356,3.17,0.42,11.3,7
3358,0,1,6.7,0.36,0.28,8.3,0.034,81.0,0.99151,2.96,0.39,12.5,6
3359,0,1,6.5,0.43,0.28,11.25,0.032,87.0,0.9922,3.02,0.38,12.4,6
3360,0,1,7.1,0.18,0.49,1.3,0.033,72.0,0.99072,3.05,0.53,11.3,7
3361,0,1,6.4,0.17,0.27,9.9,0.047,101.0,0.99596,3.34,0.5,9.9,6
3362,0,1,7.2,0.22,0.28,7.2,0.06,132.0,0.9935,3.08,0.59,11.3,6
3363,0,1,6.0,0.22,0.28,1.1,0.034,90.0,0.98862,3.22,0.38,12.6,6
3364,0,1,6.0,0.2,0.26,1.1,0.033,67.0,0.98954,3.14,0.38,11.5,6
3365,0,1,7.6,0.2,0.26,4.8,0.033,76.0,0.99076,2.98,0.49,12.3,7
3366,0,1,6.2,0.3,0.21,1.1,0.032,111.0,0.9889,2.97,0.42,12.2,6
3367,0,1,6.0,0.29,0.25,1.4,0.033,114.0,0.98794,3.08,0.43,13.2,6
3368,0,1,6.6,0.18,0.28,1.7,0.041,161.0,0.99207,3.13,0.45,10.2,6
3369,0,1,7.0,0.22,0.28,10.6,0.039,117.0,0.99355,3.05,0.55,11.5,7
3370,0,1,6.0,0.29,0.25,1.4,0.033,114.0,0.98794,3.08,0.43,13.2,6
3371,0,1,6.2,0.3,0.21,1.1,0.032,111.0,0.9889,2.97,0.42,12.2,6
3372,0,1,5.6,0.15,0.26,5.55,0.051,139.0,0.99336,3.47,0.5,11.0,6
3373,0,1,6.9,0.28,0.24,2.1,0.034,121.0,0.98882,2.98,0.43,13.2,7
3374,0,1,5.9,0.19,0.21,1.7,0.045,135.0,0.99341,3.32,0.44,9.5,5
3375,0,1,7.8,0.22,0.26,9.0,0.047,132.0,0.997,3.25,0.53,10.2,6
3376,0,1,6.6,0.18,0.28,1.7,0.041,161.0,0.99207,3.13,0.45,10.2,6
3377,0,1,7.0,0.4,0.25,1.8,0.05,189.0,0.99174,3.0,0.55,11.4,6
3378,0,1,6.1,0.28,0.27,4.7,0.03,140.0,0.99042,3.16,0.42,12.5,8
3379,0,1,7.6,0.36,0.49,11.3,0.046,221.0,0.9984,3.01,0.43,9.2,5
3380,0,1,6.5,0.28,0.34,3.6,0.04,121.0,0.99111,3.28,0.48,12.1,7
3381,0,1,6.9,0.19,0.35,6.9,0.045,125.0,0.9933,3.1,0.44,10.7,7
3382,0,1,6.5,0.28,0.34,3.6,0.04,121.0,0.99111,3.28,0.48,12.1,7
3383,0,1,6.4,0.22,0.32,4.9,0.046,156.0,0.99316,3.38,0.55,11.2,6
3384,0,1,6.8,0.23,0.3,6.95,0.044,179.0,0.9946,3.25,0.56,10.6,6
3385,0,1,6.4,0.32,0.31,1.9,0.037,126.0,0.99,3.06,0.45,11.8,6
3386,0,1,6.1,0.28,0.27,4.7,0.03,140.0,0.99042,3.16,0.42,12.5,8
3387,0,1,7.6,0.36,0.49,11.3,0.046,221.0,0.9984,3.01,0.43,9.2,5
3388,0,1,8.8,0.39,0.35,1.8,0.096,80.0,0.99016,2.95,0.54,12.6,6
3389,0,1,6.6,0.24,0.3,11.3,0.026,77.0,0.99381,3.13,0.55,12.8,7
3390,0,1,6.9,0.29,0.3,8.2,0.026,112.0,0.99144,3.0,0.37,12.3,6
3391,0,1,6.9,0.28,0.3,8.3,0.026,113.0,0.99139,2.99,0.38,12.3,8
3392,0,1,6.7,0.38,0.26,9.55,0.036,91.0,0.9919,2.98,0.37,12.4,6
3393,0,1,8.0,0.28,0.3,8.4,0.03,115.0,0.99192,2.93,0.42,12.3,6
3394,0,1,6.5,0.25,0.45,7.8,0.048,188.0,0.99576,3.2,0.53,9.1,5
3395,0,1,6.6,0.26,0.46,7.8,0.047,186.0,0.9958,3.2,0.54,9.1,5
3396,0,1,7.4,0.29,0.28,10.2,0.032,138.0,0.9951,3.1,0.47,10.6,6
3397,0,1,6.3,0.19,0.29,5.5,0.042,189.0,0.99304,3.19,0.47,10.3,6
3398,0,1,6.1,0.33,0.32,7.8,0.052,183.0,0.99657,3.39,0.65,9.5,5
3399,0,1,5.6,0.32,0.33,7.4,0.037,95.0,0.99268,3.25,0.49,11.1,6
3400,0,1,7.7,0.46,0.18,3.3,0.054,143.0,0.99392,3.12,0.51,10.8,6
3401,0,1,8.8,0.19,0.3,5.0,0.028,120.0,0.99242,2.94,0.47,11.2,5
3402,0,1,7.7,0.46,0.18,3.3,0.054,143.0,0.99392,3.12,0.51,10.8,6
3403,0,1,8.8,0.27,0.25,5.0,0.024,99.0,0.9925,2.87,0.49,11.4,5
3404,0,1,5.8,0.18,0.28,1.3,0.034,94.0,0.99092,3.21,0.52,11.2,6
3405,0,1,5.8,0.15,0.32,1.2,0.037,119.0,0.99137,3.19,0.5,10.2,6
3406,0,1,5.6,0.32,0.33,7.4,0.037,95.0,0.99268,3.25,0.49,11.1,6
3407,0,1,6.1,0.33,0.32,7.8,0.052,183.0,0.99657,3.39,0.65,9.5,5
3408,0,1,7.1,0.32,0.3,9.9,0.041,192.0,0.99642,3.12,0.49,10.2,6
3409,0,1,6.2,0.23,0.35,0.7,0.051,111.0,0.9916,3.37,0.43,11.0,3
3410,0,1,8.9,0.3,0.35,4.6,0.032,148.0,0.99458,3.15,0.45,11.5,7
3411,0,1,6.0,0.14,0.17,5.6,0.036,127.0,0.99373,3.05,0.57,9.8,6
3412,0,1,6.8,0.24,0.29,9.5,0.042,157.0,0.99586,3.11,0.51,10.1,6
3413,0,1,6.7,0.21,0.48,14.8,0.05,195.0,0.99942,2.95,0.75,8.8,6
3414,0,1,8.9,0.3,0.35,4.6,0.032,148.0,0.99458,3.15,0.45,11.5,7
3415,0,1,6.1,0.3,0.3,2.1,0.031,163.0,0.9895,3.39,0.43,12.7,7
3416,0,1,7.2,0.37,0.4,11.6,0.032,214.0,0.9963,3.1,0.51,9.8,6
3417,0,1,6.7,0.64,0.3,1.2,0.03,76.0,0.9892,3.16,0.6,12.9,4
3418,0,1,7.2,0.37,0.4,11.6,0.032,214.0,0.9963,3.1,0.51,9.8,6
3419,0,1,6.1,0.3,0.3,2.1,0.031,163.0,0.9895,3.39,0.43,12.7,7
3420,0,1,7.6,0.28,0.49,20.15,0.06,145.0,1.00196,3.01,0.44,8.5,5
3421,0,1,6.3,0.29,0.28,4.7,0.059,81.0,0.99036,3.24,0.56,12.7,8
3422,0,1,6.2,0.28,0.28,4.3,0.026,105.0,0.989,2.98,0.64,13.1,8
3423,0,1,7.1,0.18,0.39,14.5,0.051,156.0,0.99947,3.35,0.78,9.1,5
3424,0,1,6.4,0.32,0.27,4.9,0.034,122.0,0.9916,3.36,0.71,12.5,6
3425,0,1,7.1,0.17,0.4,14.55,0.047,156.0,0.99945,3.34,0.78,9.1,6
3426,0,1,7.1,0.17,0.4,14.55,0.047,156.0,0.99945,3.34,0.78,9.1,6
3427,0,1,5.8,0.24,0.26,10.05,0.039,162.0,0.99375,3.33,0.5,11.2,6
3428,0,1,6.4,0.32,0.27,4.9,0.034,122.0,0.9916,3.36,0.71,12.5,6
3429,0,1,7.1,0.18,0.39,14.5,0.051,156.0,0.99947,3.35,0.78,9.1,5
3430,0,1,7.1,0.17,0.4,14.55,0.047,156.0,0.99945,3.34,0.78,9.1,6
3431,0,1,7.1,0.18,0.39,15.25,0.047,158.0,0.99946,3.34,0.77,9.1,6
3432,0,1,7.8,0.29,0.29,3.15,0.044,117.0,0.99153,3.24,0.35,11.5,5
3433,0,1,6.2,0.255,0.27,1.3,0.037,86.0,0.98834,3.05,0.59,12.9,7
3434,0,1,8.2,0.34,0.29,5.2,0.076,92.0,0.99138,2.95,0.39,12.5,6
3435,0,1,6.5,0.24,0.28,1.1,0.034,83.0,0.98928,3.25,0.33,12.3,6
3436,0,1,6.9,0.24,0.23,7.1,0.041,97.0,0.99246,3.1,0.85,11.4,6
3437,0,1,6.7,0.4,0.22,8.8,0.052,113.0,0.99576,3.22,0.45,9.4,5
3438,0,1,6.7,0.3,0.44,18.5,0.057,224.0,0.99956,3.11,0.53,9.1,5
3439,0,1,6.7,0.4,0.22,8.8,0.052,113.0,0.99576,3.22,0.45,9.4,5
3440,0,1,6.8,0.17,0.32,1.4,0.04,106.0,0.99026,3.16,0.66,12.0,5
3441,0,1,7.1,0.25,0.28,1.2,0.04,111.0,0.99174,3.18,0.53,11.1,5
3442,0,1,5.9,0.27,0.27,5.0,0.035,97.0,0.99058,3.1,0.33,11.8,7
3443,0,1,6.0,0.16,0.22,1.6,0.042,106.0,0.9905,3.24,0.32,11.4,6
3444,0,1,6.7,0.3,0.44,18.75,0.057,224.0,0.99956,3.11,0.53,9.1,5
3445,0,1,6.6,0.15,0.32,6.0,0.033,128.0,0.99192,3.19,0.71,12.1,8
3446,0,1,7.3,0.34,0.3,9.4,0.057,178.0,0.99554,3.15,0.44,10.4,6
3447,0,1,6.0,0.17,0.29,9.7,0.044,98.0,0.99536,3.12,0.36,9.2,6
3448,0,1,6.7,0.47,0.29,4.75,0.034,134.0,0.99056,3.29,0.46,13.0,7
3449,0,1,6.6,0.15,0.32,6.0,0.033,128.0,0.99192,3.19,0.71,12.1,8
3450,0,1,6.6,0.21,0.29,5.35,0.029,106.0,0.99112,2.93,0.43,11.5,7
3451,0,1,6.6,0.21,0.29,5.35,0.029,106.0,0.99112,2.93,0.43,11.5,7
3452,0,1,8.0,0.24,0.48,6.8,0.047,134.0,0.99616,3.23,0.7,10.0,5
3453,0,1,5.6,0.34,0.3,6.9,0.038,89.0,0.99266,3.25,0.49,11.1,6
3454,0,1,5.8,0.54,0.0,1.4,0.033,107.0,0.98918,3.26,0.35,12.4,5
3455,0,1,7.3,0.23,0.24,0.9,0.031,86.0,0.98926,2.9,0.38,12.2,6
3456,0,1,6.0,0.39,0.13,1.2,0.042,172.0,0.99114,3.06,0.52,10.6,5
3457,0,1,6.1,0.105,0.31,1.3,0.037,145.0,0.9912,3.41,0.41,11.1,7
3458,0,1,5.8,0.32,0.2,2.6,0.027,123.0,0.98936,3.36,0.78,13.9,7
3459,0,1,7.6,0.22,0.28,12.0,0.056,143.0,0.9983,2.99,0.3,9.2,6
3460,0,1,6.8,0.19,0.4,9.85,0.055,103.0,0.99532,2.98,0.56,10.5,6
3461,0,1,6.7,0.24,0.3,3.85,0.042,179.0,0.99189,3.04,0.59,11.3,8
3462,0,1,6.8,0.17,0.34,2.0,0.04,111.0,0.99,3.24,0.45,12.9,6
3463,0,1,6.2,0.3,0.31,1.6,0.035,106.0,0.98914,3.26,0.39,12.9,7
3464,0,1,6.9,0.29,0.41,7.8,0.046,171.0,0.99537,3.12,0.51,9.6,5
3465,0,1,6.8,0.19,0.34,1.9,0.04,108.0,0.99,3.25,0.45,12.9,6
3466,0,1,6.8,0.17,0.34,2.0,0.04,111.0,0.99,3.24,0.45,12.9,6
3467,0,1,6.6,0.24,0.27,10.3,0.047,219.0,0.99742,3.04,0.45,8.8,5
3468,0,1,6.6,0.16,0.36,1.1,0.031,93.0,0.98884,3.23,0.34,13.2,8
3469,0,1,7.6,0.22,0.28,12.0,0.056,143.0,0.9983,2.99,0.3,9.2,6
3470,0,1,6.7,0.24,0.3,3.85,0.042,179.0,0.99189,3.04,0.59,11.3,8
3471,0,1,6.8,0.19,0.4,9.85,0.055,103.0,0.99532,2.98,0.56,10.5,6
3472,0,1,6.7,0.16,0.36,2.0,0.045,131.0,0.99284,3.3,0.59,10.5,6
3473,0,1,6.5,0.3,0.27,4.0,0.038,97.0,0.99026,3.2,0.6,12.6,8
3474,0,1,6.5,0.22,0.19,1.1,0.064,191.0,0.99297,3.05,0.5,9.5,6
3475,0,1,6.2,0.36,0.45,10.4,0.06,184.0,0.99711,3.31,0.56,9.8,6
3476,0,1,6.2,0.37,0.24,6.1,0.032,86.0,0.98934,3.04,0.26,13.4,8
3477,0,1,7.6,0.31,0.24,1.8,0.037,150.0,0.9913,3.05,0.44,11.8,7
3478,0,1,6.2,0.36,0.45,10.4,0.06,184.0,0.99711,3.31,0.56,9.8,6
3479,0,1,5.9,0.32,0.28,4.7,0.039,94.0,0.98964,3.22,0.57,13.1,7
3480,0,1,6.5,0.3,0.27,4.0,0.038,97.0,0.99026,3.2,0.6,12.6,8
3481,0,1,5.8,0.22,0.3,1.1,0.047,131.0,0.992,3.26,0.45,10.4,5
